PUBLICATION_DATE,UID,UNIQUE_ID,SITE_ID,VISIT_NO,DATE_COL,PSTL_CODE,SAMPLE_TYPE,DISAPPEARS,REAPPEARS,CLEAR_TO_BOTTOM,NARS_COMMENT,NARS_FLAG,INDEX_SITE_DEPTH
8/13/2024,2020742,NLA_TX-10372,NLA22_TX-10154,1,7/6/2022,TX,SECH,1.25,1.1,,,,2.3
8/13/2024,2020743,NLA_VT-10045,NLA22_VT-10005,1,7/8/2022,VT,SECH,5,5,,,,49
8/13/2024,2020744,NLA_TX-10256,NLA22_TX-10067,1,7/7/2022,TX,SECH,1.6,1.6,Y,,,1.6
8/13/2024,2020745,NLA_WI-10222,NLA22_WI-10026,1,7/6/2022,WI,SECH,2.7,2.6,,,,7.2
8/13/2024,2020746,NLA_TN-10064,NLA22_TN-10022,1,7/8/2022,TN,SECH,1,0.9,,,,1.1
8/13/2024,2020747,NLA_NC-10060,NLA22_NC-10004,1,7/8/2022,NC,SECH,1.5,1.4,,,,2.5
8/13/2024,2020748,NLA_RI-10053,NLA22_RI-10001,2,7/10/2022,RI,SECH,3.5,3.4,,,,10.5
8/13/2024,2020749,NLA_IN-10277,NLA22_IN-10018,1,7/7/2022,IN,SECH,0.3,0.2,,,,1.1
8/13/2024,2020750,NLA_IN-10155,NLA22_IN-10006,2,7/8/2022,IN,SECH,1.7,1.6,,,,2.6
8/13/2024,2020751,NLA_ND-10028,NES22-10162,1,7/10/2022,ND,SECH,0.6,0.5,,,,4.5
8/13/2024,2020752,NLA_ME-10068,NLA22_ME-10002,2,7/11/2022,ME,SECH,1.25,1.5,,,,2.9
8/13/2024,2020753,NLA_NH-10027,NLA22_NH-10001,2,7/11/2022,NH,SECH,4.45,4,,,,13.5
8/13/2024,2020754,NLA_IN-10298,NLA22_IN-10152,1,7/11/2022,IN,SECH,0.7,0.6,,,,6.7
8/13/2024,2020755,NLA_MI-10155,NLA22_MI-10010,1,7/11/2022,MI,SECH,2.7,2.7,,,,9.5
8/13/2024,2020756,NLA_GA-10010,NES22-10038,1,7/11/2022,GA,SECH,3,2.9,,,,13.6
8/13/2024,2020757,NLA_CA-10275,NLA22_CA-10116,1,7/11/2022,CA,SECH,2.9,2.8,,,,5.6
8/13/2024,2020758,NLA_MA-10043,NLA22_MA-10019,1,7/11/2022,MA,SECH,3.3,3.2,,,,8.6
8/13/2024,2020759,NLA_AL-10063,NLA22_AL-10009,1,7/11/2022,AL,SECH,1,0.9,,,,5
8/13/2024,2020760,NLA_OK-10133,NLA22_OK-10004,1,7/11/2022,OK,SECH,0.14,0.09,,,,1.2
8/13/2024,2020761,NLA_WA-10009,NES22-10204,1,7/11/2022,WA,SECH,2.8,2.65,,,,28.2
8/13/2024,2020762,NLA_CA-10187,NLA22_CA-10054,1,7/11/2022,CA,SECH,7.5,7,,,,8.5
8/13/2024,2020769,NLA_MN-10336,NLA22_MN-10029,1,7/11/2022,MN,SECH,0.55,0.5,,,,12.5
8/13/2024,2020770,NLA_MI-10276,NLA22_MI-10130,1,7/12/2022,MI,SECH,0.5,0.5,,,,2.2
8/13/2024,2020771,NLA_PA-10067,NLA22_PA-10033,1,7/12/2022,PA,SECH,3.7,3.6,,,,5.5
8/13/2024,2020772,NLA_AL-10132,NES22-10031,1,7/12/2022,AL,SECH,1.7,1.6,,,,14.3
8/13/2024,2020773,NLA_IN-10183,NLA22_IN-10046,1,7/11/2022,IN,SECH,1,0.9,,,,4
8/13/2024,2020774,NLA_ME-10096,NLA22_ME-10015,1,7/12/2022,ME,SECH,1,1,Y,,,1
8/13/2024,2020775,NLA_MI-10279,NLA22_MI-10133,1,7/12/2022,MI,SECH,1.4,1.3,,,,2.3
8/13/2024,2020776,NLA_MS-10023,NES22-10027,1,7/12/2022,MS,SECH,1.1,1,,,,7.8
8/13/2024,2020777,NLA_ND-10155,NLA22_ND-10014,1,7/12/2022,ND,SECH,0.35,0.3,,,,2.8
8/13/2024,2020778,NLA_IN-10294,NLA22_IN-10148,1,7/12/2022,IN,SECH,3.9,3.8,,,,8.7
8/13/2024,2020779,NLA_WA-10161,NLA22_WA-10024,1,7/12/2022,WA,SECH,1.6,1.6,Y,,,1.6
8/13/2024,2020780,NLA_SD-10257,NLA22_SD-10021,1,7/12/2022,SD,SECH,0.47,0.37,,,,2
8/13/2024,2020781,NLA_GA-10085,NLA22_GA-10018,1,7/12/2022,GA,SECH,1.49,1.35,,,,2.45
8/13/2024,2020782,NLA_NC-10003,NES22-10026,1,7/12/2022,NC,SECH,1.3,1.3,,,,11.7
8/13/2024,2020783,NLA_NC-10009,NES22-10046,1,7/11/2022,NC,SECH,1.7,1.4,,,,10.7
8/13/2024,2020784,NLA_TN-10023,NES22-10034,1,7/12/2022,TN,SECH,2,1.8,,,,29.4
8/13/2024,2020785,NLA_NC-10011,NES22-10022,1,7/11/2022,NC,SECH,1.1,0.9,,,,8.8
8/13/2024,2020786,NLA_RI-10063,NLA22_RI-10005,1,7/12/2022,RI,SECH,2.4,2.3,,,,5.9
8/13/2024,2020787,NLA_TX-10332,NLA22_TX-10038,1,7/12/2022,TX,SECH,0.65,0.65,,,,5.3
8/13/2024,2020788,NLA_OK-10157,NLA22_OK-10045,1,7/12/2022,OK,SECH,1.4,1.2,,,,2
8/13/2024,2020789,NLA_OR-10149,NLA22_OR-10033,1,7/12/2022,OR,SECH,2.4,2.3,,,,5.3
8/13/2024,2020790,NLA_CA-10299,NLA22_CA-10140,1,7/12/2022,CA,SECH,0.1,0.1,,,,1.1
8/13/2024,2020791,NLA_NE-10237,NLA22_NE-10073,1,7/12/2022,NE,SECH,0.35,0.3,,,,3.1
8/13/2024,2020792,NLA_CA-10171,NLA22_CA-10014,2,7/12/2022,CA,SECH,2.6,2.5,,,,16.5
8/13/2024,2020793,NLA_CO-10101,NLA22_CO-10039,1,7/12/2022,CO,SECH,0.7,0.7,,,,4
8/13/2024,2020794,NLA_SD-10214,NLA22_SD-10049,1,7/12/2022,SD,SECH,3,3,Y,,,3
8/13/2024,2020795,NLA_AL-10019,NES22-10039,1,7/13/2022,AL,SECH,1.9,1.8,,,,24.3
8/13/2024,2020796,NLA_ID-10332,NLA22_ID-10165,1,7/12/2022,ID,SECH,2.7,2.8,,,,6.8
8/13/2024,2020797,NLA_TX-10339,NLA22_TX-10045,1,7/13/2022,TX,SECH,1.2,1.3,,,,8.3
8/13/2024,2020798,NLA_AL-10007,NES22-10035,1,7/13/2022,AL,SECH,1.2,1,,,,17.4
8/13/2024,2020799,NLA_CA-10215,NLA22_CA-10082,1,7/13/2022,CA,SECH,0.6,0.5,,,,2.9
8/13/2024,2020800,NLA_PA-10048,NLA22_PA-10014,2,7/13/2022,PA,SECH,1.1,1.1,Y,,,1.1
8/13/2024,2020801,NLA_RI-10064,NLA22_RI-10006,1,7/13/2022,RI,SECH,1.5,1.4,,,,7.4
8/13/2024,2020802,NLA_VT-10029,NLA22_VT-10010,1,7/13/2022,VT,SECH,6.1,6.05,,,,24.5
8/13/2024,2020803,NLA_AL-10011,NES22-10043,1,7/13/2022,AL,SECH,1,0.8,,,,8.4
8/13/2024,2020804,NLA_GA-10120,NLA22_GA-10070,1,7/13/2022,GA,SECH,1.66,1.56,,,,4.75
8/13/2024,2020805,NLA_NV-10053,NES22-10190,1,7/12/2022,NV,SECH,2.1,2,,,,23
8/13/2024,2020806,NLA_MI-10249,NLA22_MI-10029,1,7/13/2022,MI,SECH,1.4,1.4,Y,,,1.4
8/13/2024,2020807,NLA_AL-10052,NLA22_AL-10004,1,7/13/2022,AL,SECH,0.5,0.3,,,,5
8/13/2024,2020808,NLA_AL-10051,NLA22_AL-10003,1,7/12/2022,AL,SECH,1.5,1.4,,,,5
8/13/2024,2020809,NLA_WA-10046,NES22-10201,1,7/13/2022,WA,SECH,6.5,6.5,,,,26.4
8/13/2024,2020810,NLA_TN-10022,NES22-10023,1,7/13/2022,TN,SECH,0.87,0.8,,,,10.7
8/13/2024,2020811,NLA_NE-10193,NLA22_NE-10046,1,7/13/2022,NE,SECH,0.4,0.38,,,,3.7
8/13/2024,2020812,NLA_ME-10080,NLA22_ME-10021,1,7/13/2022,ME,SECH,0.99,0.97,,,,4.3
8/13/2024,2020813,NLA_OK-10149,NLA22_OK-10037,1,7/12/2022,OK,SECH,1.75,1.6,,,,2.7
8/13/2024,2020814,NLA_OK-10161,NLA22_OK-10049,1,7/13/2022,OK,SECH,0.1,0.1,,,,1.5
8/13/2024,2020815,NLA_CA-10165,NLA22_CA-10008,1,7/13/2022,CA,SECH,0.9,0.8,,,,4.7
8/13/2024,2020816,NLA_CO-10110,NLA22_CO-10012,1,7/13/2022,CO,SECH,2.7,2.6,,,,9.5
8/13/2024,2020817,NLA_WY-10138,NLA22_WY-10021,1,7/13/2022,WY,SECH,3,2.5,,,,15.7
8/13/2024,2020818,NLA_SD-10347,NLA22_SD-10161,1,7/13/2022,SD,SECH,0.6,0.6,,,,4.2
8/13/2024,2020819,NLA_MI-10163,NLA22_MI-10033,1,7/14/2022,MI,SECH,2.6,2.7,,,,9
8/13/2024,2020820,NLA_GA-10014,NES22-10030,1,7/14/2022,GA,SECH,4,3.7,,,,38
8/13/2024,2020826,NLA_RI-10054,NLA22_RI-10002,2,7/14/2022,RI,SECH,2,1.9,,,,5.3
8/13/2024,2020827,NLA_VT-10046,NLA22_VT-10006,1,7/14/2022,VT,SECH,6.5,6.6,,,,25.5
8/13/2024,2020828,NLA_GA-10051,NLA22_GA-10003,2,7/14/2022,GA,SECH,3.58,3.53,,,,7.5
8/13/2024,2020829,NLA_SD-10232,NLA22_SD-10068,1,7/13/2022,SD,SECH,0.51,0.44,,,,3.2
8/13/2024,2020830,NLA_ID-10031,NLA22_ID-10005,1,7/13/2022,ID,SECH,4.55,4.45,,,,19.7
8/13/2024,2020831,NLA_TX-10323,NLA22_TX-10029,1,7/14/2022,TX,SECH,3,2.9,,,,7.5
8/13/2024,2020832,NLA_TX-10345,NLA22_TX-10127,1,7/12/2022,TX,SECH,1.3,1.25,,,,12.5
8/13/2024,2020833,NLA_IA-10088,NLA22_IA-10001,2,7/14/2022,IA,SECH,0.8,0.75,,,,6.7
8/13/2024,2020834,NLA_ND-10192,NLA22_ND-10070,1,7/14/2022,ND,SECH,2.5,2.4,,,,6.8
8/13/2024,2020835,NLA_CA-10002,NES22-10191,1,7/13/2022,CA,SECH,5.64,5.44,,,,31
8/13/2024,2020836,NLA_SD-10186,NLA22_SD-10001,2,7/14/2022,SD,SECH,0.75,0.75,,,,1.9
8/13/2024,2020837,NLA_TX-10252,NLA22_TX-10063,1,7/14/2022,TX,SECH,2.1,2,,,,10.4
8/13/2024,2020838,NLA_NE-10198,NLA22_NE-10051,1,7/14/2022,NE,SECH,0.9,0.86,,,,5
8/13/2024,2020839,NLA_DE-10059,NLA22_DE-10026,1,7/14/2022,DE,SECH,1.1,1,,,,2.6
8/13/2024,2020840,NLA_AL-10065,NLA22_AL-10011,1,7/14/2022,AL,SECH,0.8,0.7,,,,4.2
8/13/2024,2020841,NLA_CO-10103,NLA22_CO-10041,1,7/14/2022,CO,SECH,1.2,1.2,Y,,,1.2
8/13/2024,2020842,NLA_WI-10236,NLA22_WI-10111,1,7/12/2022,WI,SECH,0.65,0.5,,,,5.8
8/13/2024,2020843,NLA_WI-10224,NLA22_WI-10099,1,7/13/2022,WI,SECH,0.5,0.5,,,,1.7
8/13/2024,2020844,NLA_ME-10070,NLA22_ME-10004,2,7/14/2022,ME,SECH,1.1,1.1,Y,,,1.1
8/13/2024,2020845,NLA_MI-10283,NLA22_MI-10137,1,7/15/2022,MI,SECH,2.55,2.55,,,,19.5
8/13/2024,2020846,NLA_MA-10025,NLA22_MA-10002,2,7/15/2022,MA,SECH,0.5,0.4,,,,1.7
8/13/2024,2020847,NLA_CA-10028,NES22-10194,1,7/14/2022,CA,SECH,3.1,2.9,,,,15
8/13/2024,2020848,NLA_IL-10057,NLA22_IL-10007,1,7/15/2022,IL,SECH,0.66,0.55,,,,3.2
8/13/2024,2020849,NLA_MO-10067,NLA22_MO-10007,1,7/13/2022,MO,SECH,0.7,0.65,,,,2.3
8/13/2024,2020851,NLA_MA-10044,NLA22_MA-10020,1,7/17/2022,MA,SECH,5.8,5.6,,,,7.4
8/13/2024,2020852,NLA_ME-10095,NLA22_ME-10014,1,7/18/2022,ME,SECH,4.38,4.37,,,,14.9
8/13/2024,2020853,NLA_NY-10076,NLA22_NY-10040,1,7/18/2022,NY,SECH,1.2,1.2,,,,2.3
8/13/2024,2020854,NLA_MA-10032,NLA22_MA-10014,1,7/18/2022,MA,SECH,3.4,3.3,,,,11
8/13/2024,2020855,NLA_SD-10296,NLA22_SD-10110,1,7/17/2022,SD,SECH,0.05,0.04,,,,1
8/13/2024,2020856,NLA_TX-10254,NLA22_TX-10065,1,7/18/2022,TX,SECH,1,1,,,,3.1
8/13/2024,2020857,NLA_MI-10240,NLA22_MI-10020,1,7/18/2022,MI,SECH,2.6,2.6,,,,26.8
8/13/2024,2020859,NLA_CA-10350,NLA22_CA-10191,1,7/18/2022,CA,SECH,3.17,2.9,,,,7.9
8/13/2024,2020860,NLA_KS-10151,NLA22_KS-10075,1,7/17/2022,KS,SECH,0.57,0.49,,,,2.7
8/13/2024,2020861,NLA_KS-10098,NLA22_KS-10035,1,7/18/2022,KS,SECH,1.1,1,,,,7.1
8/13/2024,2020864,NLA_NY-10037,NLA22_NY-10003,1,7/18/2022,NY,SECH,4.3,4.1,,,,8.6
8/13/2024,2020865,NLA_CO-10121,NLA22_CO-10048,1,7/18/2022,CO,SECH,4.7,4.6,,,,17.8
8/13/2024,2020866,NLA_MO-10097,NLA22_MO-10009,1,7/18/2022,MO,SECH,1.58,1.45,,,,1.9
8/13/2024,2020867,NLA_MN-10376,NLA22_MN-10089,1,7/18/2022,MN,SECH,0.1,0.1,,,,1.5
8/13/2024,2020868,NLA_ME-10072,NLA22_ME-10006,1,7/19/2022,ME,SECH,1.96,1.94,,,,2.9
8/13/2024,2020877,NLA_VT-10025,NLA22_VT-10002,1,7/19/2022,VT,SECH,1.25,1.15,,,,1.6
8/13/2024,2020899,NLA_CA-10317,NLA22_CA-10158,1,7/19/2022,CA,SECH,2.7,2.6,,,,11
8/13/2024,2020903,NLA_NY-10088,NLA22_NY-10052,1,7/19/2022,NY,SECH,0.6,0.6,,,,4.4
8/13/2024,2020904,NLA_MN-10150,NLA22_MN-10009,1,7/18/2022,MN,SECH,0.35,0.29,,,,2
8/13/2024,2020905,NLA_SC-10057,NLA22_SC-10018,1,7/18/2022,SC,SECH,1.7,1.6,,,,20.8
8/13/2024,2020906,NLA_CT-10063,NLA22_CT-10022,1,7/19/2022,CT,SECH,1.75,1.7,,,,29.9
8/13/2024,2020907,NLA_SC-10040,NLA22_SC-10011,1,7/19/2022,SC,SECH,1.4,1.3,,,,3.6
8/13/2024,2020908,NLA_MA-10046,NLA22_MA-10022,1,7/19/2022,MA,SECH,5,4.9,,,,8.4
8/13/2024,2020909,NLA_OR-10175,NLA22_OR-10060,1,7/19/2022,OR,SECH,0.95,0.8,,,,1
8/13/2024,2020910,NLA_NJ-10023,NLA22_NJ-10003,2,7/19/2022,NJ,SECH,0.3,0.25,,,,1.1
8/13/2024,2020911,NLA_MS-10099,NLA22_MS-10054,1,7/19/2022,MS,SECH,0.9,0.9,,,,9
8/13/2024,2020912,NLA_TX-10035,NES22-10108,1,7/19/2022,TX,SECH,1.35,1.33,,,,12.1
8/13/2024,2020913,NLA_GA-10111,NLA22_GA-10061,1,7/19/2022,GA,SECH,1.19,1.08,,,,2.1
8/13/2024,2020914,NLA_FL-10115,NLA22_FL-10012,1,7/19/2022,FL,SECH,2.8,2.77,,,,4.48
8/13/2024,2020915,NLA_KS-10107,NLA22_KS-10016,1,7/19/2022,KS,SECH,0.88,0.8,,,,4.9
8/13/2024,2020916,NLA_CA-10343,NLA22_CA-10184,1,7/19/2022,CA,SECH,7.25,6.87,,,,38.2
8/13/2024,2020918,NLA_NE-10235,NLA22_NE-10071,1,7/19/2022,NE,SECH,1.5,1.4,,,,2.6
8/13/2024,2020920,NLA_CO-10125,NLA22_CO-10052,1,7/19/2022,CO,SECH,4.1,4,,,,5.5
8/13/2024,2020921,NLA_SC-10044,NLA22_SC-10015,1,7/20/2022,SC,SECH,,,Y,No secchi measurements recorded by field crew,NR,1.5
8/13/2024,2020922,NLA_MA-10030,NLA22_MA-10012,2,7/20/2022,MA,SECH,1.5,1.4,,,,2
8/13/2024,2020923,NLA_CA-10272,NLA22_CA-10113,1,7/20/2022,CA,SECH,0.6,0.5,,,,2.6
8/13/2024,2020924,NLA_MI-10245,NLA22_MI-10025,1,7/20/2022,MI,SECH,4.3,4.2,,,,12
8/13/2024,2020925,NLA_VT-10047,NLA22_VT-10007,1,7/27/2022,VT,SECH,2.7,2.6,,,,4
8/13/2024,2020926,NLA_NE-10234,NLA22_NE-10070,1,7/19/2022,NE,SECH,0.47,0.42,,,,3.8
8/13/2024,2020928,NLA_SD-10350,NLA22_SD-10164,1,7/20/2022,SD,SECH,1.8,1.7,,,,5.8
8/13/2024,2020929,NLA_VT-10032,NLA22_VT-10013,1,7/20/2022,VT,SECH,1.9,1.9,Y,,,1.9
8/13/2024,2020930,NLA_MS-10058,NLA22_MS-10018,1,7/20/2022,MS,SECH,1,1,,,,6.5
8/13/2024,2020931,NLA_NY-10036,NLA22_NY-10002,2,7/20/2022,NY,SECH,2.45,2.4,,,,2.6
8/13/2024,2020932,NLA_MT-10037,NES22-10165,1,7/20/2022,MT,SECH,4.2,4,,,,6.5
8/13/2024,2020933,NLA_GA-10099,NLA22_GA-10032,1,7/20/2022,GA,SECH,3.16,3.37,,,,19.15
8/13/2024,2020934,NLA_MI-10035,NES22-10066,1,7/20/2022,MI,SECH,4.1,4,,,,21.7
8/13/2024,2020935,NLA_MI-10051,NES22-10070,1,7/20/2022,MI,SECH,0.9,0.9,,,,9
8/13/2024,2020936,NLA_OK-10219,NLA22_OK-10087,1,7/20/2022,OK,SECH,0.75,0.6,,,,11.5
8/13/2024,2020937,NLA_ND-10152,NLA22_ND-10011,1,7/20/2022,ND,SECH,0.25,0.2,,,,2
8/13/2024,2020938,NLA_NE-10187,NLA22_NE-10040,1,7/20/2022,NE,SECH,0.15,0.13,,,,1
8/13/2024,2020939,NLA_MN-10346,NLA22_MN-10039,1,7/20/2022,MN,SECH,2.55,2.5,,,,15.1
8/13/2024,2020940,NLA_SD-10306,NLA22_SD-10120,1,7/20/2022,SD,SECH,1.3,1.2,,,,6
8/13/2024,2020941,NLA_NY-10073,NLA22_NY-10037,1,7/20/2022,NY,SECH,1.9,1.8,,,,8.2
8/13/2024,2020945,NLA_MI-10264,NLA22_MI-10118,1,7/21/2022,MI,SECH,2.05,2,,,,9
8/13/2024,2020946,NLA_SD-10268,NLA22_SD-10032,1,7/20/2022,SD,SECH,3.2,2.6,,,,17
8/13/2024,2020947,NLA_MI-10156,NLA22_MI-10011,1,7/21/2022,MI,SECH,2.6,2.4,,,,10.9
8/13/2024,2020948,NLA_NH-10051,NLA22_NH-10008,1,7/21/2022,NH,SECH,0.7,0.6,,,,1.1
8/13/2024,2020949,NLA_VT-10049,NLA22_VT-10014,1,7/21/2022,VT,SECH,1.3,1.25,,,,1.85
8/13/2024,2020950,NLA_ID-10330,NLA22_ID-10163,1,7/20/2022,ID,SECH,1.3,1.25,,,,8
8/13/2024,2020951,NLA_ID-10331,NLA22_ID-10164,1,7/19/2022,ID,SECH,6.2,6.1,,,,47.6
8/13/2024,2020952,NLA_MO-10061,NLA22_MO-10001,1,7/20/2022,MO,SECH,1.9,1.7,,,,4
8/13/2024,2020953,NLA_SC-10066,NLA22_SC-10031,1,7/21/2022,SC,SECH,1,0.9,,,,8.2
8/13/2024,2020955,NLA_ND-10275,NLA22_ND-10131,1,7/21/2022,ND,SECH,0.95,0.9,,,,4
8/13/2024,2020956,NLA_IN-10186,NLA22_IN-10049,1,7/20/2022,IN,SECH,0.6,0.5,,,,1.1
8/13/2024,2020957,NLA_IN-10303,NLA22_IN-10157,1,7/21/2022,IN,SECH,1.4,1.3,,,,1.6
8/13/2024,2020958,NLA_IN-10197,NLA22_IN-10060,1,7/20/2022,IN,SECH,0.4,0.3,,,,1.8
8/13/2024,2020959,NLA_IN-10300,NLA22_IN-10154,1,7/19/2022,IN,SECH,1.5,1.4,,,,3.2
8/13/2024,2020960,NLA_FL-10111,NLA22_FL-10003,1,7/20/2022,FL,SECH,2,1.92,,,,15.4
8/13/2024,2020961,NLA_MN-10334,NLA22_MN-10027,1,7/21/2022,MN,SECH,1,1,Y,,,1
8/13/2024,2020962,NLA_SD-10341,NLA22_SD-10155,1,7/21/2022,SD,SECH,1.1,1,,,,8
8/13/2024,2020963,NLA_MN-10147,NLA22_MN-10006,1,7/20/2022,MN,SECH,1.97,1.8,,,,9.1
8/13/2024,2020964,NLA_OR-10299,NLA22_OR-10172,1,7/21/2022,OR,SECH,13.5,13.2,,,,50
8/13/2024,2020965,NLA_OR-10295,NLA22_OR-10168,1,7/20/2022,OR,SECH,7.9,7.7,,,,10.4
8/13/2024,2020966,NLA_WA-10170,NLA22_WA-10059,1,7/20/2022,WA,SECH,1.7,1.5,,,,2.7
8/13/2024,2020967,NLA_GA-10076,NLA22_GA-10045,1,7/21/2022,GA,SECH,1.75,1.57,,,,6.3
8/13/2024,2020968,NLA_KS-10147,NLA22_KS-10071,1,7/20/2022,KS,SECH,0.57,0.48,,,,5.2
8/13/2024,2020969,NLA_KS-10095,NLA22_KS-10032,1,7/21/2022,KS,SECH,0.55,0.5,,,,1.9
8/13/2024,2020970,NLA_MT-10045,NES22-10155,1,7/21/2022,MT,SECH,3.6,3.5,,,,12.5
8/13/2024,2020971,NLA_MT-10114,NES22-10167,1,7/21/2022,MT,SECH,8.1,8,,,,50
8/13/2024,2020972,NLA_OH-10011,NES22-10078,1,7/21/2022,OH,SECH,0.46,0.43,,,,4.2
8/13/2024,2020973,NLA_WY-10130,NLA22_WY-10045,1,7/21/2022,WY,SECH,2.1,2.1,Y,,,2.1
8/13/2024,2020974,NLA_SD-10346,NLA22_SD-10160,1,7/21/2022,SD,SECH,2,2,,,,3.5
8/13/2024,2020975,NLA_NE-10195,NLA22_NE-10048,1,7/21/2022,NE,SECH,6.6,6.56,,,,7.7
8/13/2024,2020976,NLA_CO-10105,NLA22_CO-10043,1,7/22/2022,CO,SECH,0.5,0.5,,,,2.6
8/13/2024,2020977,NLA_CO-10111,NLA22_CO-10013,1,7/21/2022,CO,SECH,1.5,1.5,Y,,,1.5
8/13/2024,2020979,NLA_SC-10039,NLA22_SC-10010,1,7/22/2022,SC,SECH,1,0.9,,,,1.5
8/13/2024,2020980,NLA_KS-10091,NLA22_KS-10028,1,7/22/2022,KS,SECH,1.22,1.17,,,,9.7
8/13/2024,2020981,NLA_MS-10046,NLA22_MS-10001,1,7/21/2022,MS,SECH,1.1,1.1,,,,3.4
8/13/2024,2020982,NLA_MT-10287,NLA22_MT-10035,1,7/24/2022,MT,SECH,3.8,3.5,,,,5.8
8/13/2024,2020983,NLA_CO-10113,NLA22_CO-10015,1,7/24/2022,CO,SECH,4,4,,,,4.5
8/13/2024,2020984,NLA_NH-10039,NLA22_NH-10017,1,7/25/2022,NH,SECH,3.5,3.4,,,,8
8/13/2024,2020985,NLA_OK-10252,NLA22_OK-10120,1,7/25/2022,OK,SECH,1,0.9,,,,7.9
8/13/2024,2020986,NLA_WY-10106,NLA22_WY-10008,2,7/25/2022,WY,SECH,3.5,3.25,,,,4.8
8/13/2024,2020987,NLA_KS-10077,NLA22_KS-10004,1,7/24/2022,KS,SECH,0.81,0.74,,,,4.9
8/13/2024,2020988,NLA_KS-10076,NLA22_KS-10003,1,7/25/2022,KS,SECH,1.05,0.9,,,,1.2
8/13/2024,2020989,NLA_ND-10255,NLA22_ND-10027,1,7/25/2022,ND,SECH,0.45,0.4,,,,6.4
8/13/2024,2020990,NLA_ID-10013,NES22-10202,1,7/25/2022,ID,SECH,2.5,2.4,,,,5.7
8/13/2024,2020991,NLA_ID-10014,NES22-10210,1,7/24/2022,ID,SECH,1.6,1.5,,,,8.2
8/13/2024,2020992,NLA_ID-10012,NES22-10206,1,7/24/2022,ID,SECH,5.3,5.2,,,,50
8/13/2024,2020998,NLA_MT-10183,NLA22_MT-10007,1,7/25/2022,MT,SECH,4.5,4.1,,,,8.4
8/13/2024,2020999,NLA_MT-10247,NLA22_MT-10094,1,7/25/2022,MT,SECH,6.5,6.2,,,,8
8/13/2024,2021000,NLA_MN-10146,NLA22_MN-10005,1,7/25/2022,MN,SECH,0.79,0.7,,,,5.3
8/13/2024,2021002,NLA_CO-10079,NLA22_CO-10008,2,7/25/2022,CO,SECH,4.4,4.4,,,,5.5
8/13/2024,2021003,NLA_IN-10297,NLA22_IN-10151,1,7/25/2022,IN,SECH,0.5,0.5,,,,5.3
8/13/2024,2021004,NLA_MI-10285,NLA22_MI-10139,1,7/26/2022,MI,SECH,1.3,1.2,,,,10
8/13/2024,2021005,NLA_MD-10030,NLA22_MD-10002,1,7/25/2022,MD,SECH,1.4,1.4,,,,3.3
8/13/2024,2021006,NLA_IN-10179,NLA22_IN-10042,1,7/25/2022,IN,SECH,2.7,2.6,,,,8
8/13/2024,2021007,NLA_OH-10076,NLA22_OH-10019,1,7/26/2022,OH,SECH,0.8,0.7,,,,13
8/13/2024,2021008,NLA_MD-10001,NLA22_MD-10022,1,7/26/2022,MD,SECH,3.6,3.6,,,,9.1
8/13/2024,2021009,NLA_VT-10031,NLA22_VT-10012,1,7/26/2022,VT,SECH,4,4,,,,9.8
8/13/2024,2021010,NLA_OK-10135,NLA22_OK-10006,1,7/26/2022,OK,SECH,1.6,1.5,,,,2.5
8/13/2024,2021011,NLA_AL-10079,NLA22_AL-10030,1,7/26/2022,AL,SECH,0.9,0.8,,,,1.5
8/13/2024,2021012,NLA_OK-10097,NLA22_OK-10054,1,7/26/2022,OK,SECH,1.6,1.55,,,,2.6
8/13/2024,2021013,NLA_GA-10059,NLA22_GA-10011,1,7/26/2022,GA,SECH,0.94,0.69,,,,1.89
8/13/2024,2021014,NLA_TX-10219,NLA22_TX-10005,1,7/26/2022,TX,SECH,0.15,0.1,,,,1.7
8/13/2024,2021015,NLA_MN-10067,NES22-10069,1,7/26/2022,MN,SECH,0.45,0.42,,,,2.8
8/13/2024,2021016,NLA_MN-10035,NES22-10085,1,7/26/2022,MN,SECH,1.1,1.05,,,,13.9
8/13/2024,2021017,NLA_NE-10232,NLA22_NE-10068,1,7/26/2022,NE,SECH,1.35,1.33,,,,1.7
8/13/2024,2021018,NLA_TX-10367,NLA22_TX-10149,1,7/26/2022,TX,SECH,3.8,3.75,,,,5.6
8/13/2024,2021019,NLA_SD-10278,NLA22_SD-10092,1,7/26/2022,SD,SECH,1,1,,,,2.5
8/13/2024,2021020,NLA_MN-10168,NLA22_MN-10052,1,7/26/2022,MN,SECH,5.3,5.2,,,,13.1
8/13/2024,2021021,NLA_WI-10235,NLA22_WI-10110,1,7/26/2022,WI,SECH,4.41,4.16,,,,12
8/13/2024,2021022,NLA_WY-10151,NLA22_WY-10053,1,7/26/2022,WY,SECH,5.5,5.3,,,,14.1
8/13/2024,2021023,NLA_CA-10267,NLA22_CA-10108,1,7/26/2022,CA,SECH,1.5,1.5,Y,,,1.5
8/13/2024,2021024,NLA_MN-10143,NLA22_MN-10002,1,7/26/2022,MN,SECH,2.09,2.05,,,,4
8/13/2024,2021025,NLA_MT-10315,NLA22_MT-10137,1,7/26/2022,MT,SECH,9,8.7,,,,14.9
8/13/2024,2021026,NLA_KS-10126,NLA22_KS-10050,1,7/26/2022,KS,SECH,0.2,0.17,,,,6
