PUBLICATION_DATE,UID,UNIQUE_ID,SITE_ID,VISIT_NO,DATE_COL,PSTL_CODE,SAMPLE_TYPE,DISAPPEARS,REAPPEARS,CLEAR_TO_BOTTOM,NARS_COMMENT,NARS_FLAG,INDEX_SITE_DEPTH
8/13/2024,2020508,NLA_TX-10382,NLA22_TX-10164,1,6/21/2022,TX,SECH,0.3,0.25,,,,1.1
8/13/2024,2020509,NLA_NE-10086,NES22-10144,1,6/21/2022,NE,SECH,0.8,0.74,,,,14.7
8/13/2024,2020510,NLA_OH-10075,NLA22_OH-10018,1,6/21/2022,OH,SECH,2.3,2.5,,,,3.2
8/13/2024,2020511,NLA_ME-10090,NLA22_ME-10009,1,6/21/2022,ME,SECH,3.2,3.2,,,,15.5
8/13/2024,2020512,NLA_OK-10247,NLA22_OK-10115,1,6/21/2022,OK,SECH,1.7,1.6,,,,4.8
8/13/2024,2020513,NLA_OK-10205,NLA22_OK-10023,1,6/20/2022,OK,SECH,2,1.9,,,,12.1
8/13/2024,2020514,NLA_CA-10254,NLA22_CA-10095,1,6/21/2022,CA,SECH,1.55,1.5,,,,9.6
8/13/2024,2020515,NLA_CA-10171,NLA22_CA-10014,1,6/21/2022,CA,SECH,4.7,4.6,,,,10.5
8/13/2024,2020517,NLA_MS-10049,NLA22_MS-10004,1,6/21/2022,MS,SECH,0.8,0.8,,,,4
8/13/2024,2020518,NLA_CO-10085,NLA22_CO-10023,1,6/21/2022,CO,SECH,0.15,0.15,,,,1.6
8/13/2024,2020519,NLA_MT-10190,NLA22_MT-10014,1,6/20/2022,MT,SECH,0.8,0.8,,,,1.2
8/13/2024,2020520,NLA_WI-10142,NLA22_WI-10032,1,6/21/2022,WI,SECH,0.9,0.8,,,,5.1
8/13/2024,2020521,NLA_KS-10133,NLA22_KS-10057,1,6/21/2022,KS,SECH,0.85,0.75,,,,7.2
8/13/2024,2020522,NLA_LA-10443,NLA22_LA-10307,1,6/19/2022,LA,SECH,1,1,Y,,,1
8/13/2024,2020523,NLA_LA-10146,NLA22_LA-10016,2,6/20/2022,LA,SECH,2.15,2,,,,2.4
8/13/2024,2020524,NLA_TX-10353,NLA22_TX-10135,1,6/21/2022,TX,SECH,0.85,0.8,,,,3.2
8/13/2024,2020525,NLA_SD-10265,NLA22_SD-10029,1,6/21/2022,SD,SECH,1.1,0.9,,,,2
8/13/2024,2020526,NLA_NV-10228,NLA22_NV-10079,1,6/21/2022,NV,SECH,5,4.5,,,,12.6
8/13/2024,2020527,NLA_AR-10072,NLA22_AR-10041,1,6/21/2022,AR,SECH,0.65,0.65,,,,2.2
8/13/2024,2020528,NLA_AR-10061,NLA22_AR-10030,1,6/20/2022,AR,SECH,0.6,0.6,,,,4.3
8/13/2024,2020529,NLA_NE-10083,NES22-10142,1,6/22/2022,NE,SECH,1.05,0.98,,,,10.3
8/13/2024,2020530,NLA_IN-10163,NLA22_IN-10025,1,6/22/2022,IN,SECH,1.1,1,,,,1.3
8/13/2024,2020531,NLA_NY-10055,NLA22_NY-10018,1,6/22/2022,NY,SECH,2.5,2.4,,,,5.3
8/13/2024,2020532,NLA_CA-10238,NLA22_CA-10041,1,6/22/2022,CA,SECH,0.32,0.28,,,,4.9
8/13/2024,2020533,NLA_IN-10162,NLA22_IN-10024,1,6/21/2022,IN,SECH,0.8,0.7,,,,1.1
8/13/2024,2020534,NLA_CO-10124,NLA22_CO-10051,1,6/22/2022,CO,SECH,0.3,0.3,,,,1
8/13/2024,2020535,NLA_FL-10061,NES22-10037,1,6/22/2022,FL,SECH,0.7,0.6,,,,4.7
8/13/2024,2020536,NLA_FL-10037,NES22-10041,1,6/22/2022,FL,SECH,0.4,0.3,,,,5.4
8/13/2024,2020537,NLA_NH-10027,NLA22_NH-10001,1,6/22/2022,NH,SECH,2.8,2.7,,,,15.2
8/13/2024,2020538,NLA_ND-10206,NLA22_ND-10081,1,6/22/2022,ND,SECH,0.4,0.3,,,,2.5
8/13/2024,2020539,NLA_OH-10088,NLA22_OH-10007,1,6/22/2022,OH,SECH,0.6,0.5,,,,2.3
8/13/2024,2020540,NLA_ME-10099,NLA22_ME-10030,1,6/22/2022,ME,SECH,4.64,4.35,,,,12
8/13/2024,2020541,NLA_OK-10239,NLA22_OK-10107,1,6/21/2022,OK,SECH,0.3,0.25,,,,5.2
8/13/2024,2020542,NLA_FL-10008,NES22-10029,1,6/21/2022,FL,SECH,0.75,0.65,,,,3.9
8/13/2024,2020543,NLA_NE-10076,NES22-10146,1,6/22/2022,NE,SECH,2.72,2.65,,,,12
8/13/2024,2020544,NLA_OK-10216,NLA22_OK-10034,1,6/20/2022,OK,SECH,0.6,0.55,,,,7.6
8/13/2024,2020545,NLA_FL-10044,NES22-10024,1,6/21/2022,FL,SECH,0.74,0.7,,,,4.1
8/13/2024,2020546,NLA_FL-10035,NES22-10040,1,6/22/2022,FL,SECH,1.9,1.9,,,,6.1
8/13/2024,2020547,NLA_FL-10012,NES22-10025,1,6/22/2022,FL,SECH,0.69,0.6,,,,5.5
8/13/2024,2020548,NLA_FL-10021,NES22-10032,1,6/22/2022,FL,SECH,0.4,0.35,,,,2.5
8/13/2024,2020549,NLA_OR-10150,NLA22_OR-10034,1,6/22/2022,OR,SECH,3.4,3.3,,,,3.9
8/13/2024,2020550,NLA_CA-10291,NLA22_CA-10132,1,6/22/2022,CA,SECH,9.4,9.2,,,,35
8/13/2024,2020551,NLA_TX-10234,NLA22_TX-10020,1,6/22/2022,TX,SECH,0.45,0.35,,,,2.5
8/13/2024,2020552,NLA_LA-10147,NLA22_LA-10017,2,6/22/2022,LA,SECH,0.8,0.55,,,,3.3
8/13/2024,2020553,NLA_TX-10384,NLA22_TX-10166,1,6/22/2022,TX,SECH,1.05,1,,,,12.4
8/13/2024,2020554,NLA_MT-10275,NLA22_MT-10023,1,6/21/2022,MT,SECH,0.25,0.25,,,,2.5
8/13/2024,2020555,NLA_VA-10089,NLA22_VA-10028,1,6/22/2022,VA,SECH,1.25,1.2,,,,3.1
8/13/2024,2020556,NLA_NE-10024,NES22-10139,1,6/22/2022,NE,SECH,0.48,0.42,,,,9.3
8/13/2024,2020557,NLA_NE-10176,NLA22_NE-10014,1,6/22/2022,NE,SECH,1.12,1.04,,,,3.5
8/13/2024,2020558,NLA_KY-10054,NLA22_KY-10016,2,6/22/2022,KY,SECH,0.26,0.25,,,,2
8/13/2024,2020559,NLA_MS-10060,NLA22_MS-10020,1,6/22/2022,MS,SECH,1.6,1.6,,,,7
8/13/2024,2020560,NLA_KS-10141,NLA22_KS-10065,1,6/22/2022,KS,SECH,0.4,0.3,,,,10.9
8/13/2024,2020561,NLA_NY-10041,NLA22_NY-10007,1,6/22/2022,NY,SECH,5.4,5.4,,,,21
8/13/2024,2020562,NLA_NY-10070,NLA22_NY-10034,1,6/21/2022,NY,SECH,5.5,5.5,,,,7.8
8/13/2024,2020563,NLA_IN-10023,NES22-10059,1,6/21/2022,IN,SECH,5.4,5.1,,,,24
8/13/2024,2020564,NLA_IN-10035,NES22-10075,1,6/21/2022,IN,SECH,2.1,2,,,,25.5
8/13/2024,2020565,NLA_WY-10135,NLA22_WY-10017,1,6/22/2022,WY,SECH,0.4,0.3,,,,3.1
8/13/2024,2020566,NLA_MO-10103,NLA22_MO-10034,1,6/22/2022,MO,SECH,0.52,0.49,,,,2.8
8/13/2024,2020567,NLA_FL-10074,NES22-10033,1,6/23/2022,FL,SECH,0.35,0.3,,,,3
8/13/2024,2020568,NLA_FL-10040,NES22-10045,1,6/23/2022,FL,SECH,0.75,0.6,,,,6.1
8/13/2024,2020569,NLA_FL-10006,NES22-10028,1,6/23/2022,FL,SECH,1.3,1.1,,,,3.2
8/13/2024,2020570,NLA_FL-10015,NES22-10036,1,6/23/2022,FL,SECH,1.6,1.5,,,,7.2
8/13/2024,2020571,NLA_FL-10049,NES22-10044,1,6/23/2022,FL,SECH,0.41,0.3,,,,1.7
8/13/2024,2020572,NLA_OR-10303,NLA22_OR-10176,1,6/23/2022,OR,SECH,,,Y,No secchi measurements recorded by field crew,NR,5
8/13/2024,2020573,NLA_VA-10057,NLA22_VA-10003,1,6/23/2022,VA,SECH,0.6,0.6,,,,1.2
8/13/2024,2020574,NLA_CO-10118,NLA22_CO-10045,1,6/23/2022,CO,SECH,0.7,0.7,,,,2.1
8/13/2024,2020575,NLA_KY-10063,NLA22_KY-10007,1,6/23/2022,KY,SECH,0.4,0.3,,,,2.3
8/13/2024,2020576,NLA_KY-10064,NLA22_KY-10008,1,7/6/2022,KY,SECH,0.6,0.5,,,,1.1
8/13/2024,2020577,NLA_IA-10094,NLA22_IA-10011,1,6/23/2022,IA,SECH,0.55,0.55,,,,3
8/13/2024,2020578,NLA_WY-10171,NLA22_WY-10073,1,6/22/2022,WY,SECH,1.3,1.1,,,,21.2
8/13/2024,2020579,NLA_IN-10155,NLA22_IN-10006,1,6/29/2022,IN,SECH,1.6,1.5,,,,2.6
8/13/2024,2020580,NLA_IN-10166,NLA22_IN-10028,1,6/30/2022,IN,SECH,2.1,2,,,,5.5
8/13/2024,2020581,NLA_IN-10276,NLA22_IN-10017,1,7/8/2022,IN,SECH,1,0.9,,,,15
8/13/2024,2020582,NLA_IN-10167,NLA22_IN-10029,1,7/21/2022,IN,SECH,1.1,1,,,,4.5
8/13/2024,2020583,NLA_IN-10278,NLA22_IN-10019,1,7/12/2022,IN,SECH,1.6,1.5,,,,5.8
8/13/2024,2020584,NLA_IN-10291,NLA22_IN-10145,1,7/12/2022,IN,SECH,1.2,1.1,,,,2.5
8/13/2024,2020585,NLA_IN-10153,NLA22_IN-10004,1,8/10/2022,IN,SECH,1.8,1.9,,,,8.8
8/13/2024,2020586,NLA_IN-10169,NLA22_IN-10031,1,9/26/2022,IN,SECH,2.8,2.7,,,,4
8/13/2024,2020587,NLA_TX-10324,NLA22_TX-10030,1,6/23/2022,TX,SECH,0.8,0.8,,,,7.9
8/13/2024,2020588,NLA_LA-10522,NLA22_LA-10386,1,6/23/2022,LA,SECH,0.56,0.42,,,,2.6
8/13/2024,2020589,NLA_NY-10087,NLA22_NY-10051,1,6/23/2022,NY,SECH,5.5,5.4,,,,22.2
8/13/2024,2020591,NLA_ME-10070,NLA22_ME-10004,1,6/23/2022,ME,SECH,1.08,1.08,Y,,,1.1
8/13/2024,2020592,NLA_UT-10349,NLA22_UT-10018,1,6/23/2022,UT,SECH,2.7,2.6,,,,7.1
8/13/2024,2020593,NLA_WI-10138,NLA22_WI-10028,1,6/22/2022,WI,SECH,1.1,1,,,,1.15
8/13/2024,2020594,NLA_OH-10068,NLA22_OH-10004,1,6/23/2022,OH,SECH,0.6,0.5,,,,4.3
8/13/2024,2020595,NLA_NE-10178,NLA22_NE-10031,1,6/23/2022,NE,SECH,0.43,0.4,,,,1.6
8/13/2024,2020596,NLA_DE-10051,NLA22_DE-10018,1,6/23/2022,DE,SECH,0.4,0.3,,,,1.3
8/13/2024,2020597,NLA_NV-10178,NLA22_NV-10025,2,6/23/2022,NV,SECH,1.5,1.6,,,,2.4
8/13/2024,2020598,NLA_NV-10218,NLA22_NV-10068,2,6/22/2022,NV,SECH,0.35,0.34,,,,1.1
8/13/2024,2020599,NLA_CO-10098,NLA22_CO-10036,1,6/24/2022,CO,SECH,3.8,3.6,,,,10
8/13/2024,2020600,NLA_AL-10069,NLA22_AL-10020,1,6/23/2022,AL,SECH,2.3,2.2,,,,13.1
8/13/2024,2020601,NLA_KS-10148,NLA22_KS-10072,1,6/24/2022,KS,SECH,0.5,0.4,,,,7
8/13/2024,2020602,NLA_MT-10208,NLA22_MT-10055,1,6/23/2022,MT,SECH,0.12,0.08,,,,1.4
8/13/2024,2020603,NLA_MT-10230,NLA22_MT-10077,1,6/23/2022,MT,SECH,0.24,0.16,,,,1.4
8/13/2024,2020604,NLA_SD-10281,NLA22_SD-10095,1,6/26/2022,SD,SECH,1.7,1.7,Y,,,1.7
8/13/2024,2020605,NLA_NH-10048,NLA22_NH-10005,1,6/27/2022,NH,SECH,2.8,3,,,,9.1
8/13/2024,2020606,NLA_NY-10081,NLA22_NY-10045,1,6/27/2022,NY,SECH,5,5,,,,20.5
8/13/2024,2020607,NLA_ND-10145,NLA22_ND-10003,2,6/27/2022,ND,SECH,0.6,0.5,,,,2.4
8/13/2024,2020609,NLA_IN-10165,NLA22_IN-10027,1,7/8/2022,IN,SECH,0.5,0.4,,,,2.5
8/13/2024,2020610,NLA_IN-10273,NLA22_IN-10014,1,7/19/2022,IN,SECH,2.8,2.7,,,,7.5
8/13/2024,2020611,NLA_WY-10102,NLA22_WY-10004,2,6/27/2022,WY,SECH,3.9,3.6,,,,4.4
8/13/2024,2020612,NLA_MT-10202,NLA22_MT-10049,1,6/27/2022,MT,SECH,0.2,0.1,,,,1.2
8/13/2024,2020613,NLA_CA-10242,NLA22_CA-10045,1,6/27/2022,CA,SECH,1.58,1.52,,,,4.5
8/13/2024,2020614,NLA_MI-10236,NLA22_MI-10016,1,6/27/2022,MI,SECH,1.3,1.3,,,,3.5
8/13/2024,2020615,NLA_LA-10545,NLA22_LA-10409,1,6/27/2022,LA,SECH,1.35,1.25,,,,3.2
8/13/2024,2020616,NLA_LA-10584,NLA22_LA-10448,1,6/26/2022,LA,SECH,1.62,1.47,,,,1.8
8/13/2024,2020617,NLA_UT-10350,NLA22_UT-10019,1,6/27/2022,UT,SECH,1.7,1.7,Y,,,1.7
8/13/2024,2020618,NLA_ME-10077,NLA22_ME-10018,1,6/27/2022,ME,SECH,2.4,2.4,Y,,,2.4
8/13/2024,2020619,NLA_OK-10180,NLA22_OK-10069,1,6/27/2022,OK,SECH,0.85,0.85,,,,6.7
8/13/2024,2020620,NLA_IN-10180,NLA22_IN-10043,1,6/28/2022,IN,SECH,2.8,2.7,,,,12.6
8/13/2024,2020621,NLA_NY-10074,NLA22_NY-10038,1,6/28/2022,NY,SECH,2.3,2.3,,,,4.42
8/13/2024,2020622,NLA_SD-10233,NLA22_SD-10069,1,6/27/2022,SD,SECH,1.65,1.55,,,,1.9
8/13/2024,2020623,NLA_GA-10084,NLA22_GA-10017,1,6/28/2022,GA,SECH,0.72,0.59,,,,4.08
8/13/2024,2020624,NLA_PA-10048,NLA22_PA-10014,1,6/28/2022,PA,SECH,1.2,1.2,Y,,,1.2
8/13/2024,2020625,NLA_IN-10292,NLA22_IN-10146,1,7/7/2022,IN,SECH,0.9,0.8,,,,6.8
8/13/2024,2020626,NLA_PA-10080,NLA22_PA-10012,1,6/28/2022,PA,SECH,1.15,1.1,,,,1.75
8/13/2024,2020627,NLA_WA-10122,NLA22_WA-10012,1,6/28/2022,WA,SECH,4.9,4.6,,,,14.65
8/13/2024,2020628,NLA_AR-10036,NLA22_AR-10011,1,6/27/2022,AR,SECH,0.3,0.3,,,,2
8/13/2024,2020629,NLA_AR-10058,NLA22_AR-10027,1,6/28/2022,AR,SECH,3.8,3.8,,,,8
8/13/2024,2020630,NLA_MD-10045,NLA22_MD-10021,1,6/28/2022,MD,SECH,1.3,1.3,,,,3.3
8/13/2024,2020631,NLA_CT-10015,NLA22_CT-10009,1,6/28/2022,CT,SECH,3.1,3,,,,21.4
8/13/2024,2020632,NLA_CA-10278,NLA22_CA-10119,1,6/28/2022,CA,SECH,0.43,0.38,,,,2.65
8/13/2024,2020633,NLA_VA-10056,NLA22_VA-10002,2,6/28/2022,VA,SECH,0.74,0.74,,,,2.45
8/13/2024,2020634,NLA_ID-10309,NLA22_ID-10010,1,6/27/2022,ID,SECH,1,0.95,,,,15.7
8/13/2024,2020635,NLA_CO-10086,NLA22_CO-10024,1,6/27/2022,CO,SECH,4.1,4,,,,13
8/13/2024,2020636,NLA_CO-10080,NLA22_CO-10009,1,6/28/2022,CO,SECH,2.7,2.6,,,,4.2
8/13/2024,2020637,NLA_ME-10073,NLA22_ME-10007,1,6/28/2022,ME,SECH,1.5,1.5,Y,,,1.5
8/13/2024,2020638,NLA_WY-10143,NLA22_WY-10026,1,6/28/2022,WY,SECH,5,4.8,,,,7.2
8/13/2024,2020639,NLA_UT-10441,NLA22_UT-10107,1,6/28/2022,UT,SECH,1.1,1,,,,4.5
8/13/2024,2020640,NLA_TX-10223,NLA22_TX-10009,1,6/28/2022,TX,SECH,0.5,0.45,,,,5.3
8/13/2024,2020641,NLA_TX-10239,NLA22_TX-10025,1,6/28/2022,TX,SECH,3,3,,,,10.4
8/13/2024,2020642,NLA_NE-10194,NLA22_NE-10047,1,6/28/2022,NE,SECH,0.2,0.2,,,,4.1
8/13/2024,2020643,NLA_SD-10221,NLA22_SD-10057,1,6/28/2022,SD,SECH,1.7,1.7,,,,10.2
8/13/2024,2020644,NLA_MI-10246,NLA22_MI-10026,1,6/28/2022,MI,SECH,0.9,0.8,,,,4.5
8/13/2024,2020645,NLA_SD-10237,NLA22_SD-10073,1,6/28/2022,SD,SECH,0.25,0.24,,,,2.49
8/13/2024,2020646,NLA_OH-10093,NLA22_OH-10012,1,6/28/2022,OH,SECH,0.25,0.25,,,,1.4
8/13/2024,2020647,NLA_WI-10139,NLA22_WI-10029,1,6/28/2022,WI,SECH,1.3,1.1,,,,21.3
8/13/2024,2020648,NLA_CT-10059,NLA22_CT-10006,1,7/26/2022,CT,SECH,5.5,5.45,,,,12.6
8/13/2024,2020649,NLA_CT-10060,NLA22_CT-10007,1,8/2/2022,CT,SECH,1.35,1.3,,,,4
8/13/2024,2020650,NLA_MN-10158,NLA22_MN-10017,1,6/28/2022,MN,SECH,0.9,0.85,,,,2.1
8/13/2024,2020651,NLA_MT-10250,NLA22_MT-10097,1,6/26/2022,MT,SECH,0.1,0.08,,,,1.3
8/13/2024,2020652,NLA_ID-10202,NLA22_ID-10043,1,6/28/2022,ID,SECH,0.6,0.6,,,,4.3
8/13/2024,2020653,NLA_MT-10279,NLA22_MT-10027,1,6/28/2022,MT,SECH,0.3,0.2,,,,4.2
8/13/2024,2020654,NLA_MT-10240,NLA22_MT-10087,1,6/28/2022,MT,SECH,1.2,1.2,Y,,,1.2
8/13/2024,2020655,NLA_NH-10052,NLA22_NH-10022,1,6/29/2022,NH,SECH,6.25,6.1,,,,19
8/13/2024,2020656,NLA_OH-10019,NES22-10062,1,6/29/2022,OH,SECH,1,0.95,,,,5.5
8/13/2024,2020657,NLA_ME-10101,NLA22_ME-10032,1,6/29/2022,ME,SECH,2.68,2.68,Y,,,2.7
8/13/2024,2020658,NLA_MD-10053,NLA22_MD-10030,1,6/29/2022,MD,SECH,0.6,0.6,,,,2.7
8/13/2024,2020659,NLA_MI-10258,NLA22_MI-10112,1,6/29/2022,MI,SECH,2.1,2,,,,10.8
8/13/2024,2020660,NLA_GA-10071,NLA22_GA-10040,1,6/29/2022,GA,SECH,1.98,1.69,,,,2.62
8/13/2024,2020661,NLA_VA-10058,NLA22_VA-10004,2,6/29/2022,VA,SECH,0.65,0.68,,,,2.06
8/13/2024,2020662,NLA_ND-10263,NLA22_ND-10035,1,6/29/2022,ND,SECH,3.7,3.6,,,,5.4
8/13/2024,2020663,NLA_NY-10094,NLA22_NY-10058,1,6/29/2022,NY,SECH,1.15,1.15,Y,,,1.15
8/13/2024,2020664,NLA_MT-10311,NLA22_MT-10133,1,6/29/2022,MT,SECH,0.16,0.14,,,,2.8
8/13/2024,2020665,NLA_KY-10062,NLA22_KY-10006,1,6/28/2022,KY,SECH,5.5,5.3,,,,29.6
8/13/2024,2020668,NLA_PA-10044,NLA22_PA-10003,1,6/27/2022,PA,SECH,1.9,1.8,,,,9.8
8/13/2024,2020669,NLA_PA-10075,NLA22_PA-10007,1,6/29/2022,PA,SECH,3.5,3.4,,,,10.9
8/13/2024,2020670,NLA_MN-10145,NLA22_MN-10004,1,6/29/2022,MN,SECH,1.8,1.8,,,,5.6
8/13/2024,2020671,NLA_UT-10433,NLA22_UT-10012,1,6/29/2022,UT,SECH,0.5,0.45,,,,4
8/13/2024,2020672,NLA_TX-10272,NLA22_TX-10083,1,6/29/2022,TX,SECH,1.2,1.1,,,,1.8
8/13/2024,2020673,NLA_TX-10287,NLA22_TX-10098,1,6/29/2022,TX,SECH,0.15,0.15,,,,2.1
8/13/2024,2020674,NLA_WY-10107,NLA22_WY-10009,1,6/29/2022,WY,SECH,4.1,3.9,,,,5.3
8/13/2024,2020675,NLA_NE-10181,NLA22_NE-10034,1,6/29/2022,NE,SECH,0.05,0.04,,,,1.9
8/13/2024,2020676,NLA_SD-10349,NLA22_SD-10163,1,6/29/2022,SD,SECH,0.9,0.8,,,,3.3
8/13/2024,2020677,NLA_WI-10218,NLA22_WI-10022,1,6/29/2022,WI,SECH,2.3,2.2,,,,33.3
8/13/2024,2020678,NLA_OK-10237,NLA22_OK-10105,1,6/29/2022,OK,SECH,0.3,0.26,,,,2.5
8/13/2024,2020682,NLA_PA-10081,NLA22_PA-10013,1,6/30/2022,PA,SECH,0.8,0.75,,,,4.1
8/13/2024,2020683,NLA_MO-10062,NLA22_MO-10002,1,6/29/2022,MO,SECH,1.3,1,,,,1.9
8/13/2024,2020684,NLA_NY-10065,NLA22_NY-10028,1,6/29/2022,NY,SECH,1.3,1.3,,,,3.8
8/13/2024,2020686,NLA_SD-10326,NLA22_SD-10140,1,6/29/2022,SD,SECH,0.6,0.6,,,,3.4
8/13/2024,2020687,NLA_ME-10094,NLA22_ME-10013,1,6/30/2022,ME,SECH,2.65,2.65,Y,,,2.7
8/13/2024,2020688,NLA_MD-10065,NLA22_MD-10038,1,6/30/2022,MD,SECH,0.7,0.7,,,,3.9
8/13/2024,2020689,NLA_TX-10328,NLA22_TX-10034,1,6/30/2022,TX,SECH,0.55,0.55,,,,2.1
8/13/2024,2020690,NLA_MN-10031,NES22-10061,1,6/30/2022,MN,SECH,4.6,4.5,,,,36.5
8/13/2024,2020691,NLA_MI-10150,NLA22_MI-10005,1,6/30/2022,MI,SECH,1.3,1.3,Y,,,1.3
8/13/2024,2020693,NLA_KY-10025,NES22-10047,1,6/30/2022,KY,SECH,1.05,1,,,,15.9
8/13/2024,2020694,NLA_WI-10131,NLA22_WI-10008,1,7/7/2022,WI,SECH,3.1,2.8,,,,8.9
8/13/2024,2020695,NLA_WI-10215,NLA22_WI-10019,1,6/30/2022,WI,SECH,2.5,2.2,,,,5.7
8/13/2024,2020696,NLA_WI-10217,NLA22_WI-10021,1,8/10/2022,WI,SECH,3.75,3.1,,,,8
8/13/2024,2020697,NLA_TX-10344,NLA22_TX-10050,1,6/30/2022,TX,SECH,0.8,0.75,,,,4.2
8/13/2024,2020698,NLA_CO-10079,NLA22_CO-10008,1,6/29/2022,CO,SECH,2.8,2.7,,,,5.5
8/13/2024,2020699,NLA_NE-10229,NLA22_NE-10029,1,6/30/2022,NE,SECH,0.57,0.56,,,,1
8/13/2024,2020700,NLA_DE-10035,NLA22_DE-10001,2,6/30/2022,DE,SECH,0.6,0.4,,,,3.8
8/13/2024,2020701,NLA_IN-10305,NLA22_IN-10159,1,6/30/2022,IN,SECH,1.7,1.6,,,,2.5
8/13/2024,2020702,NLA_MI-10271,NLA22_MI-10125,1,7/1/2022,MI,SECH,1,1,,,,7.5
8/13/2024,2020703,NLA_NV-10396,NLA22_NV-10252,1,7/1/2022,NV,SECH,4.6,4,,,,11
8/13/2024,2020704,NLA_MO-10073,NLA22_MO-10021,1,6/30/2022,MO,SECH,0.48,0.47,,,,3.3
8/13/2024,2020705,NLA_MT-10184,NLA22_MT-10008,1,7/1/2022,MT,SECH,1.5,1.5,Y,,,1.5
8/13/2024,2020706,NLA_MT-10220,NLA22_MT-10067,1,6/30/2022,MT,SECH,1,0.8,,,,6
8/13/2024,2020707,NLA_MT-10338,NLA22_MT-10160,1,6/30/2022,MT,SECH,0.9,0.7,,,,4
8/13/2024,2020708,NLA_WI-10226,NLA22_WI-10101,1,8/15/2022,WI,SECH,1.73,1.65,,,,11.6
8/13/2024,2020709,NLA_ME-10100,NLA22_ME-10031,1,7/5/2022,ME,SECH,1.1,1.1,Y,,,1.1
8/13/2024,2020710,NLA_OK-10188,NLA22_OK-10077,1,7/11/2022,OK,SECH,2.3,2.1,,,,6.5
8/13/2024,2020711,NLA_OK-10217,NLA22_OK-10035,1,7/11/2022,OK,SECH,1.5,1.4,,,,9.6
8/13/2024,2020712,NLA_ND-10197,NLA22_ND-10075,1,7/5/2022,ND,SECH,2.1,2,,,,2.6
8/13/2024,2020713,NLA_ID-10322,NLA22_ID-10155,1,7/5/2022,ID,SECH,0.4,0.3,,,,6.8
8/13/2024,2020714,NLA_PA-10043,NLA22_PA-10002,2,7/6/2022,PA,SECH,0.7,0.65,,,,3.8
8/13/2024,2020715,NLA_NH-10056,NLA22_NH-10026,1,7/6/2022,NH,SECH,5,4.5,,,,23
8/13/2024,2020716,NLA_MI-10153,NLA22_MI-10008,1,7/6/2022,MI,SECH,2,2,Y,,,2
8/13/2024,2020718,NLA_ME-10074,NLA22_ME-10008,1,7/6/2022,ME,SECH,2.95,2.85,,,,3.15
8/13/2024,2020719,NLA_CA-10200,NLA22_CA-10067,1,7/6/2022,CA,SECH,2.5,2.4,,,,8.8
8/13/2024,2020720,NLA_WY-10106,NLA22_WY-10008,1,7/6/2022,WY,SECH,4.2,4,,,,4.9
8/13/2024,2020721,NLA_WA-10118,NLA22_WA-10008,1,7/6/2022,WA,SECH,1,0.8,,,,6.3
8/13/2024,2020722,NLA_GA-10146,NLA22_GA-10096,1,7/6/2022,GA,SECH,2.83,2.63,,,,7.5
8/13/2024,2020723,NLA_WV-10037,NLA22_WV-10015,1,7/6/2022,WV,SECH,1.58,1.58,,,,2.56
8/13/2024,2020724,NLA_NE-10215,NLA22_NE-10015,1,7/6/2022,NE,SECH,0.81,0.79,,,,2.2
8/13/2024,2020726,NLA_OK-10231,NLA22_OK-10099,1,7/6/2022,OK,SECH,1.9,1.7,,,,2.1
8/13/2024,2020727,NLA_ME-10075,NLA22_ME-10016,1,7/7/2022,ME,SECH,2.5,2.5,,,,2.95
8/13/2024,2020728,NLA_ID-10314,NLA22_ID-10015,1,7/6/2022,ID,SECH,1.35,1.31,,,,3.65
8/13/2024,2020729,NLA_MI-10149,NLA22_MI-10004,1,7/7/2022,MI,SECH,1.6,1.5,,,,1.9
8/13/2024,2020730,NLA_MI-10273,NLA22_MI-10127,1,7/7/2022,MI,SECH,1.5,1.5,,,,12.3
8/13/2024,2020731,NLA_GA-10057,NLA22_GA-10009,2,7/7/2022,GA,SECH,1.5,1.5,Y,,,1.5
8/13/2024,2020732,NLA_OK-10183,NLA22_OK-10072,1,8/29/2022,OK,SECH,0.8,0.7,,,,3.8
8/13/2024,2020733,NLA_UT-10389,NLA22_UT-10061,1,7/7/2022,UT,SECH,2.7,2.6,,,,7.3
8/13/2024,2020734,NLA_VA-10064,NLA22_VA-10015,1,7/7/2022,VA,SECH,1.6,1.55,,,,2.2
8/13/2024,2020735,NLA_WV-10053,NLA22_WV-10027,1,7/7/2022,WV,SECH,2.35,2.35,,,,3.5
8/13/2024,2020736,NLA_TN-10066,NLA22_TN-10024,1,7/7/2022,TN,SECH,0.47,0.46,,,,3.5
8/13/2024,2020737,NLA_WA-10176,NLA22_WA-10065,1,7/7/2022,WA,SECH,2.5,2.2,,,,16.2
8/13/2024,2020738,NLA_NE-10238,NLA22_NE-10074,1,7/7/2022,NE,SECH,0.18,0.16,,,,1.2
8/13/2024,2020739,NLA_WA-10153,NLA22_WA-10016,1,7/18/2022,WA,SECH,1.6,1.3,,,,2.3
8/13/2024,2020740,NLA_MO-10066,NLA22_MO-10006,1,7/7/2022,MO,SECH,0.6,0.6,,,,4.2
8/13/2024,2020741,NLA_MI-10277,NLA22_MI-10131,1,7/8/2022,MI,SECH,2.4,2.3,,,,2.5
